,sentence_id,cosine_similarity,pearson_correlation,js_divergence
0,0,0.8277814417070387,0.8352726473316787,0.31918385391592535
1,1,0.480948380023311,0.47082031455193435,0.2209050193934244
2,2,0.3072395214928172,0.2940856613035331,0.20185209149966282
3,3,0.7525625121241973,0.752746816731702,0.2013453526253425
4,4,0.6029458289568587,0.5782040639728114,0.22429457096502636
5,5,0.8048109730111499,0.7895877809466012,0.33469936108328885
6,6,0.7258158720588332,0.7284090897961896,0.2914578933639332
7,7,0.5272204668778769,0.49199443629583,0.2605686782765984
8,8,0.7223744098079175,0.7092008126703728,0.2285384013510534
9,9,0.19047917045816903,0.1754215578336239,0.2975275824031175
10,10,0.8609662236773133,0.861361004516485,0.09861642663892066
11,11,0.2661804054283312,0.8725628344676374,0.12896100550883668
12,12,0.2698308964875819,-0.10383522906952658,0.38771141487062716
13,13,0.16246928104565425,0.16132218473640642,0.4077248976881341
14,14,0.642022755716011,0.638075198583289,0.14785419186315318
15,15,0.6811794256476008,0.7293560157863461,0.3594869660784226
16,16,0.7197572541537827,0.6726014534389635,0.12799586982642341
17,17,0.639097211198302,0.6204256814374637,0.2836510751783206
18,18,0.8079877713251522,0.7865819639397125,0.19367640986515616
19,19,0.37150425316510205,0.3656965441896278,0.26785925675851047
20,20,0.7320202226577198,0.7598309385812301,0.18093913851601573
21,21,0.7249186748724764,0.7062201326467092,0.1791524070196735
22,22,0.26938472927768137,0.19577413276067082,0.3052476075756116
23,23,0.1422810004024853,0.1563296840111655,0.3724865107139167
24,24,0.7120246861730272,0.700214522806505,0.22608915378390163
25,25,-0.20154029385754374,-0.5173025162201598,0.4181913045776646
26,26,0.41063570935593197,0.41691302240528244,0.21912030176535308
27,27,0.5035354663789341,0.5042298117627934,0.26056026053045656
28,28,0.4163158440108141,0.3568064225452405,0.3160422759800652
29,29,0.5980069537303566,0.5995396219116509,0.2301550843499863
30,30,0.6371120435775154,0.6358702591724089,0.18204084002692678
31,31,0.9305510014053057,0.9397887129849067,0.1452722908562429
32,32,0.5019076485040613,0.47489872290586466,0.21639692119000004
33,33,0.8296763571941479,0.8159842523779409,0.0905453742922836
34,34,-0.24002434170337522,-0.24563156092266836,0.4488579853714085
35,35,-0.2391958197197685,-0.293280834342088,0.36344830044976173
36,36,0.7892494671179958,0.7935365085888271,0.10933127267377518
